"title","journal","authors","abstract","doi_link","year"
"Breastfeeding grief after chest masculinisation mastectomy and detransition: A case report with lessons about unanticipated harm","Frontiers in Global Women's Health","Gribble, K. D., Bewley, S., Dahlen, H. G.","Gribble, K. D., Bewley, S., Dahlen, H. G.
(2023)
  Breastfeeding grief after chest masculinisation mastectomy and detransition: A case report with lessons about unanticipated harm.
    Frontiers in Global Women's Health","Gribble, K. D., Bewley, S., Dahlen, H. G.
(2023)
  Breastfeeding grief after chest masculinisation mastectomy and detransition: A case report with lessons about unanticipated harm.
    Frontiers in Global Women's Health",2023
"Gender detransition: A critical review of the literature","Actas Esp Psiquiatr","Expósito-Campos, P., Salaberria, K., Pérez-Fernández, J. I., Gómez-Gil, E.","Expósito-Campos, P., Salaberria, K., Pérez-Fernández, J. I., Gómez-Gil, E.
(2023)
  Gender detransition: A critical review of the literature.
    Actas Esp Psiquiatr","Expósito-Campos, P., Salaberria, K., Pérez-Fernández, J. I., Gómez-Gil, E.
(2023)
  Gender detransition: A critical review of the literature.
    Actas Esp Psiquiatr",2023
"Persistence of Transgender Gender Identity Among Children and Adolescents","Pediatrics","Roberts, C.","Roberts, C.
(2022)
  Persistence of Transgender Gender Identity Among Children and Adolescents.
    Pediatrics","Roberts, C.
(2022)
  Persistence of Transgender Gender Identity Among Children and Adolescents.
    Pediatrics",2022
"Health Care Experiences of Patients Discontinuing or Reversing Prior Gender-Affirming Treatments","JAMA Network Open","MacKinnon, K. R., Kia, H., Salway, T., Ashley, F., Lacombe-Duncan, A., Abramovich, A., Enxuga, G., Ross, L. E.","MacKinnon, K. R., Kia, H., Salway, T., Ashley, F., Lacombe-Duncan, A., Abramovich, A., Enxuga, G., Ross, L. E.
(2022)
  Health Care Experiences of Patients Discontinuing or Reversing Prior Gender-Affirming Treatments.
    JAMA Network Open","MacKinnon, K. R., Kia, H., Salway, T., Ashley, F., Lacombe-Duncan, A., Abramovich, A., Enxuga, G., Ross, L. E.
(2022)
  Health Care Experiences of Patients Discontinuing or Reversing Prior Gender-Affirming Treatments.
    JAMA Network Open",2022
"Letter to the Editor: Regret after Gender-affirmation Surgery: A Systematic Review and Meta-analysis of Prevalence","Plastic and Reconstructive Surgery - Global Open","Expósito-Campos, P., D’Angelo, R.","Expósito-Campos, P., D’Angelo, R.
(2021)
  Letter to the Editor: Regret after Gender-affirmation Surgery: A Systematic Review and Meta-analysis of Prevalence.
    Plastic and Reconstructive Surgery - Global Open","Expósito-Campos, P., D’Angelo, R.
(2021)
  Letter to the Editor: Regret after Gender-affirmation Surgery: A Systematic Review and Meta-analysis of Prevalence.
    Plastic and Reconstructive Surgery - Global Open",2021
"Factors Leading to “Detransition” Among Transgender and Gender Diverse People in the United States: A Mixed-Methods Analysis","LGBT Health","Turban, J. L., Loo, S. S., Almazan, A. N., Keuroghlian, A. S.","Turban, J. L., Loo, S. S., Almazan, A. N., Keuroghlian, A. S.
(2021)
  Factors Leading to “Detransition” Among Transgender and Gender Diverse People in the United States: A Mixed-Methods Analysis.
    LGBT Health","Turban, J. L., Loo, S. S., Almazan, A. N., Keuroghlian, A. S.
(2021)
  Factors Leading to “Detransition” Among Transgender and Gender Diverse People in the United States: A Mixed-Methods Analysis.
    LGBT Health",2021
"Transsexuality: Transitions, detransitions, and regrets in Spain","Endocrinología, Diabetes y Nutrición (English ed.)","Pazos Guerra, M., Gómez Balaguer, M., Gomes Porras, M., Hurtado Murillo, F., Solá Izquierdo, E., Morillas Ariño, C.","Pazos Guerra, M., Gómez Balaguer, M., Gomes Porras, M., Hurtado Murillo, F., Solá Izquierdo, E., Morillas Ariño, C.
(2020)
  Transsexuality: Transitions, detransitions, and regrets in Spain.
    Endocrinología, Diabetes y Nutrición (English ed.)","Pazos Guerra, M., Gómez Balaguer, M., Gomes Porras, M., Hurtado Murillo, F., Solá Izquierdo, E., Morillas Ariño, C.
(2020)
  Transsexuality: Transitions, detransitions, and regrets in Spain.
    Endocrinología, Diabetes y Nutrición (English ed.)",2020
"The man I am trying to be is not me","The International Journal of Psychoanalysis","D’Angelo, R.","D’Angelo, R.
(2020)
  The man I am trying to be is not me.
    The International Journal of Psychoanalysis","D’Angelo, R.
(2020)
  The man I am trying to be is not me.
    The International Journal of Psychoanalysis",2020
"Psychiatry’s ethical involvement in gender-affirming care","Australasian Psychiatry","D’Angelo, R.","D’Angelo, R.
(2018)
  Psychiatry’s ethical involvement in gender-affirming care.
    Australasian Psychiatry","D’Angelo, R.
(2018)
  Psychiatry’s ethical involvement in gender-affirming care.
    Australasian Psychiatry",2018
"Transitioning Back to Maleness","Archives of Sexual Behavior","Levine, S. B.","Levine, S. B.
(2018)
  Transitioning Back to Maleness.
    Archives of Sexual Behavior","Levine, S. B.
(2018)
  Transitioning Back to Maleness.
    Archives of Sexual Behavior",2018
"The Amsterdam Cohort of Gender Dysphoria Study (1972–2015): Trends in Prevalence, Treatment, and Regrets","The Journal of Sexual Medicine","Wiepjes, C. M., Nota, N. M., de Blok, C. J., Klaver, M., de Vries, A. L., Wensing-Kruger, S. A., de Jongh, R. T., Bouman, M. B., Steensma, T. D., …, den Heijer, M.","Wiepjes, C. M., Nota, N. M., de Blok, C. J., Klaver, M., de Vries, A. L., Wensing-Kruger, S. A., de Jongh, R. T., Bouman, M. B., Steensma, T. D., …, den Heijer, M.
(2018)
  The Amsterdam Cohort of Gender Dysphoria Study (1972–2015): Trends in Prevalence, Treatment, and Regrets.
    The Journal of Sexual Medicine","Wiepjes, C. M., Nota, N. M., de Blok, C. J., Klaver, M., de Vries, A. L., Wensing-Kruger, S. A., de Jongh, R. T., Bouman, M. B., Steensma, T. D., …, den Heijer, M.
(2018)
  The Amsterdam Cohort of Gender Dysphoria Study (1972–2015): Trends in Prevalence, Treatment, and Regrets.
    The Journal of Sexual Medicine",2018
"Severe Hyperandrogenism Secondary to Polycystic Ovarian Syndrome in a Gender-diverse Adolescent","JCEM Case Reports","Schneider, D., Scully, K., Quintos, J. B., Millington, K.","Schneider, D., Scully, K., Quintos, J. B., Millington, K.
()
  Severe Hyperandrogenism Secondary to Polycystic Ovarian Syndrome in a Gender-diverse Adolescent.
    JCEM Case Reports","Schneider, D., Scully, K., Quintos, J. B., Millington, K.
()
  Severe Hyperandrogenism Secondary to Polycystic Ovarian Syndrome in a Gender-diverse Adolescent.
    JCEM Case Reports",NA
"Anticipatory Guidance for Discontinuation of Gender-Affirming Hormonal Care in Adolescent Patients","The Journal of Pediatrics","Walch, A., Araya, A., Connelly, K., Whitehead, J., Roberts, S. A.","Walch, A., Araya, A., Connelly, K., Whitehead, J., Roberts, S. A.
()
  Anticipatory Guidance for Discontinuation of Gender-Affirming Hormonal Care in Adolescent Patients.
    The Journal of Pediatrics","Walch, A., Araya, A., Connelly, K., Whitehead, J., Roberts, S. A.
()
  Anticipatory Guidance for Discontinuation of Gender-Affirming Hormonal Care in Adolescent Patients.
    The Journal of Pediatrics",NA
"Suicide attempts, self-harm and suicidal ideation among Norwegian university students with eating disorders and disordered eating: the SHoT study 2018 and 2022","BMC Psychiatry","Jacobsen, L. M., Haugan, G., Patten, S., Braaten, T., Sivertsen, B., Bjerkeset, O.","Jacobsen, L. M., Haugan, G., Patten, S., Braaten, T., Sivertsen, B., Bjerkeset, O.
(2026)
  Suicide attempts, self-harm and suicidal ideation among Norwegian university students with eating disorders and disordered eating: the SHoT study 2018 and 2022.
    BMC Psychiatry","Jacobsen, L. M., Haugan, G., Patten, S., Braaten, T., Sivertsen, B., Bjerkeset, O.
(2026)
  Suicide attempts, self-harm and suicidal ideation among Norwegian university students with eating disorders and disordered eating: the SHoT study 2018 and 2022.
    BMC Psychiatry",2026
"Concerns Regarding Data Modelling and Interpretation in Ruuska et al.","Acta Paediatrica","Edmiston, E. K., Blackford, J. U., Fournier, J. C., Budge, S., Ventresca, C., Aghi, K., Roepke, T. A., Victor, S.","Edmiston, E. K., Blackford, J. U., Fournier, J. C., Budge, S., Ventresca, C., Aghi, K., Roepke, T. A., Victor, S.
(2026)
  Concerns Regarding Data Modelling and Interpretation in Ruuska et al..
    Acta Paediatrica","Edmiston, E. K., Blackford, J. U., Fournier, J. C., Budge, S., Ventresca, C., Aghi, K., Roepke, T. A., Victor, S.
(2026)
  Concerns Regarding Data Modelling and Interpretation in Ruuska et al..
    Acta Paediatrica",2026
"Response to the Critique by Edmiston et al., Banos et al. and Sandri et al. of Ruuska et al.","Acta Paediatrica","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.
(2026)
  Response to the Critique by Edmiston et al., Banos et al. and Sandri et al. of Ruuska et al..
    Acta Paediatrica","Ruuska, S., Tuisku, K., Holttinen, T., Kaltiala, R.
(2026)
  Response to the Critique by Edmiston et al., Banos et al. and Sandri et al. of Ruuska et al..
    Acta Paediatrica",2026
"Psychiatric Contacts Are Not Outcomes: Interpreting Evidence in Gender‐Referred Youth","Acta Paediatrica","Sandri, F., Roia, A., Bresciani, G., Perucco, F., Tornese, G.","Sandri, F., Roia, A., Bresciani, G., Perucco, F., Tornese, G.
(2026)
  Psychiatric Contacts Are Not Outcomes: Interpreting Evidence in Gender‐Referred Youth.
    Acta Paediatrica","Sandri, F., Roia, A., Bresciani, G., Perucco, F., Tornese, G.
(2026)
  Psychiatric Contacts Are Not Outcomes: Interpreting Evidence in Gender‐Referred Youth.
    Acta Paediatrica",2026
"Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica","Banos, D. R., Patrascu, M., Ravine, A., Giordano, S., Hiitola, J., Jessen, R. S., Hamnvik, O., Reed, E., Blomqvist, L., …, Korbmacher, M.","Banos, D. R., Patrascu, M., Ravine, A., Giordano, S., Hiitola, J., Jessen, R. S., Hamnvik, O., Reed, E., Blomqvist, L., …, Korbmacher, M.
(2026)
  Letter of Concern About Ruuska et al. From 4 April 2026.
    Acta Paediatrica","Banos, D. R., Patrascu, M., Ravine, A., Giordano, S., Hiitola, J., Jessen, R. S., Hamnvik, O., Reed, E., Blomqvist, L., …, Korbmacher, M.
(2026)
  Letter of Concern About Ruuska et al. From 4 April 2026.
    Acta Paediatrica",2026
"Trajectories of antidepressant dispensing among privately insured transgender people in the United States","Scientific Reports","Beltran, T. G., Pence, B. W., Pate, V., Lund, J. L., Poteat, T. C., Thomas, K. C., Ranapurwala, S. I., Matthews, D. D., Hincapie-Castillo, J. M.","Beltran, T. G., Pence, B. W., Pate, V., Lund, J. L., Poteat, T. C., Thomas, K. C., Ranapurwala, S. I., Matthews, D. D., Hincapie-Castillo, J. M.
(2026)
  Trajectories of antidepressant dispensing among privately insured transgender people in the United States.
    Scientific Reports","Beltran, T. G., Pence, B. W., Pate, V., Lund, J. L., Poteat, T. C., Thomas, K. C., Ranapurwala, S. I., Matthews, D. D., Hincapie-Castillo, J. M.
(2026)
  Trajectories of antidepressant dispensing among privately insured transgender people in the United States.
    Scientific Reports",2026
"Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality","Nature Human Behaviour","Cohn, J., Sim, P., Kerr, K. F.","Cohn, J., Sim, P., Kerr, K. F.
(2026)
  Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality.
    Nature Human Behaviour","Cohn, J., Sim, P., Kerr, K. F.
(2026)
  Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality.
    Nature Human Behaviour",2026
"Reply to: Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality","Nature Human Behaviour","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.
(2026)
  Reply to: Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality.
    Nature Human Behaviour","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.
(2026)
  Reply to: Methodological considerations for evaluating policy impacts on transgender and non-binary youth suicidality.
    Nature Human Behaviour",2026
"Correlates of body dissatisfaction and eating disorder symptoms in transgender and gender diverse populations: A systematic review","Body Image","Laveway, K., Rodgers, R. F., Spagnolo, J., Uyar, R., Marmara, J., Doley, J. R.","Laveway, K., Rodgers, R. F., Spagnolo, J., Uyar, R., Marmara, J., Doley, J. R.
(2026)
  Correlates of body dissatisfaction and eating disorder symptoms in transgender and gender diverse populations: A systematic review.
    Body Image","Laveway, K., Rodgers, R. F., Spagnolo, J., Uyar, R., Marmara, J., Doley, J. R.
(2026)
  Correlates of body dissatisfaction and eating disorder symptoms in transgender and gender diverse populations: A systematic review.
    Body Image",2026
"Short Research Article: Autism spectrum disorder and gender dysphoria among adolescents in a large, integrated health system","Child and Adolescent Mental Health","Sanders, M., Saade, Z., Mortillaro, G.","Sanders, M., Saade, Z., Mortillaro, G.
(2026)
  Short Research Article: Autism spectrum disorder and gender dysphoria among adolescents in a large, integrated health system.
    Child and Adolescent Mental Health","Sanders, M., Saade, Z., Mortillaro, G.
(2026)
  Short Research Article: Autism spectrum disorder and gender dysphoria among adolescents in a large, integrated health system.
    Child and Adolescent Mental Health",2026
"Adolescent bodies and brains in flux: exploring therapeutic pathways for co-occurring anorexia nervosa and gender distress","European Journal of Developmental Psychology","Spiliadis, A.","Spiliadis, A.
(2025)
  Adolescent bodies and brains in flux: exploring therapeutic pathways for co-occurring anorexia nervosa and gender distress.
    European Journal of Developmental Psychology","Spiliadis, A.
(2025)
  Adolescent bodies and brains in flux: exploring therapeutic pathways for co-occurring anorexia nervosa and gender distress.
    European Journal of Developmental Psychology",2025
"Depression and anxiety among transgender-identifying adolescents in psychiatric outpatient care","International Journal of Adolescent Medicine and Health","Ranta, J. P. J., Kaltiala, R., Kraav, S. L., Therman, S., Kekkonen, V., Kivimäki, P., Kajavuori, P., Tolmunen, T.","Ranta, J. P. J., Kaltiala, R., Kraav, S. L., Therman, S., Kekkonen, V., Kivimäki, P., Kajavuori, P., Tolmunen, T.
(2025)
  Depression and anxiety among transgender-identifying adolescents in psychiatric outpatient care.
    International Journal of Adolescent Medicine and Health","Ranta, J. P. J., Kaltiala, R., Kraav, S. L., Therman, S., Kekkonen, V., Kivimäki, P., Kajavuori, P., Tolmunen, T.
(2025)
  Depression and anxiety among transgender-identifying adolescents in psychiatric outpatient care.
    International Journal of Adolescent Medicine and Health",2025
"The relationship between GD and ED in adolescents seeking for medical GR","European Journal of Developmental Psychology","Kaltiala, R., Paldanius, M.","Kaltiala, R., Paldanius, M.
(2025)
  The relationship between GD and ED in adolescents seeking for medical GR.
    European Journal of Developmental Psychology","Kaltiala, R., Paldanius, M.
(2025)
  The relationship between GD and ED in adolescents seeking for medical GR.
    European Journal of Developmental Psychology",2025
"State-level anti-transgender laws increase past-year suicide attempts among transgender and non-binary young people in the USA","Nature Human Behaviour","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.
(2024)
  State-level anti-transgender laws increase past-year suicide attempts among transgender and non-binary young people in the USA.
    Nature Human Behaviour","Lee, W. Y., Hobbs, J. N., Hobaica, S., DeChants, J. P., Price, M. N., Nath, R.
(2024)
  State-level anti-transgender laws increase past-year suicide attempts among transgender and non-binary young people in the USA.
    Nature Human Behaviour",2024
"Screen use in transgender and gender-questioning adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study","Annals of epidemiology","Nagata, J. M., Balasubramanian, P., Iyra, P., Ganson, K. T., Testa, A., He, J., Glidden, D. V., Baker, F. C.","Nagata, J. M., Balasubramanian, P., Iyra, P., Ganson, K. T., Testa, A., He, J., Glidden, D. V., Baker, F. C.
(2024)
  Screen use in transgender and gender-questioning adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.
    Annals of epidemiology","Nagata, J. M., Balasubramanian, P., Iyra, P., Ganson, K. T., Testa, A., He, J., Glidden, D. V., Baker, F. C.
(2024)
  Screen use in transgender and gender-questioning adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.
    Annals of epidemiology",2024
"Transmission of Mental Disorders in Adolescent Peer Networks","JAMA Psychiatry","Alho, J., Gutvilig, M., Niemi, R., Komulainen, K., Böckerman, P., Webb, R. T., Elovainio, M., Hakulinen, C.","Alho, J., Gutvilig, M., Niemi, R., Komulainen, K., Böckerman, P., Webb, R. T., Elovainio, M., Hakulinen, C.
(2024)
  Transmission of Mental Disorders in Adolescent Peer Networks.
    JAMA Psychiatry","Alho, J., Gutvilig, M., Niemi, R., Komulainen, K., Böckerman, P., Webb, R. T., Elovainio, M., Hakulinen, C.
(2024)
  Transmission of Mental Disorders in Adolescent Peer Networks.
    JAMA Psychiatry",2024
"Mechanisms linking social media use to adolescent mental health vulnerability","Nature Reviews Psychology","Orben, A., Meier, A., Dalgleish, T., Blakemore, S. J.","Orben, A., Meier, A., Dalgleish, T., Blakemore, S. J.
(2024)
  Mechanisms linking social media use to adolescent mental health vulnerability.
    Nature Reviews Psychology","Orben, A., Meier, A., Dalgleish, T., Blakemore, S. J.
(2024)
  Mechanisms linking social media use to adolescent mental health vulnerability.
    Nature Reviews Psychology",2024
"Mental Health Needs, Barriers, and Receipt of Care Among Transgender and Nonbinary Adolescents","Journal of Adolescent Health","Lucas, R., Geierstanger, S., Soleimanpour, S.","Lucas, R., Geierstanger, S., Soleimanpour, S.
(2024)
  Mental Health Needs, Barriers, and Receipt of Care Among Transgender and Nonbinary Adolescents.
    Journal of Adolescent Health","Lucas, R., Geierstanger, S., Soleimanpour, S.
(2024)
  Mental Health Needs, Barriers, and Receipt of Care Among Transgender and Nonbinary Adolescents.
    Journal of Adolescent Health",2024
"A Pilot Study on the Effect of Peer Support on Quality of Life of Adolescents with Autism Spectrum Disorder and Gender Dysphoria","Journal of Autism and Developmental Disorders","Brandsma, T., Visser, K., Volk, J., Rijn, A. B. V., Dekker, L.","Brandsma, T., Visser, K., Volk, J., Rijn, A. B. V., Dekker, L.
(2024)
  A Pilot Study on the Effect of Peer Support on Quality of Life of Adolescents with Autism Spectrum Disorder and Gender Dysphoria.
    Journal of Autism and Developmental Disorders","Brandsma, T., Visser, K., Volk, J., Rijn, A. B. V., Dekker, L.
(2024)
  A Pilot Study on the Effect of Peer Support on Quality of Life of Adolescents with Autism Spectrum Disorder and Gender Dysphoria.
    Journal of Autism and Developmental Disorders",2024
"All-cause and suicide mortalities among adolescents and young adults who contacted specialised gender identity services in Finland in 1996–2019: a register study","BMJ Mental Health","Ruuska, S. M., Tuisku, K., Holttinen, T., Kaltiala, R.","Ruuska, S. M., Tuisku, K., Holttinen, T., Kaltiala, R.
(2024)
  All-cause and suicide mortalities among adolescents and young adults who contacted specialised gender identity services in Finland in 1996–2019: a register study.
    BMJ Mental Health","Ruuska, S. M., Tuisku, K., Holttinen, T., Kaltiala, R.
(2024)
  All-cause and suicide mortalities among adolescents and young adults who contacted specialised gender identity services in Finland in 1996–2019: a register study.
    BMJ Mental Health",2024
"Have the psychiatric needs of people seeking gender reassignment changed as their numbers increase? A register study in Finland","European Psychiatry","Kaltiala, R., Holttinen, T., Tuisku, K.","Kaltiala, R., Holttinen, T., Tuisku, K.
(2023)
  Have the psychiatric needs of people seeking gender reassignment changed as their numbers increase? A register study in Finland.
    European Psychiatry","Kaltiala, R., Holttinen, T., Tuisku, K.
(2023)
  Have the psychiatric needs of people seeking gender reassignment changed as their numbers increase? A register study in Finland.
    European Psychiatry",2023
"The nature of co-morbid psychopathology in adolescents with gender dysphoria","Psychiatry Research","Karvonen, M., Karukivi, M., Kronström, K., Kaltiala, R.","Karvonen, M., Karukivi, M., Kronström, K., Kaltiala, R.
(2022)
  The nature of co-morbid psychopathology in adolescents with gender dysphoria.
    Psychiatry Research","Karvonen, M., Karukivi, M., Kronström, K., Kaltiala, R.
(2022)
  The nature of co-morbid psychopathology in adolescents with gender dysphoria.
    Psychiatry Research",2022
"Understanding Vulnerability in Girls and Young Women with High-Functioning Autism Spectrum Disorder","Women","Bradley, S. J.","Bradley, S. J.
(2022)
  Understanding Vulnerability in Girls and Young Women with High-Functioning Autism Spectrum Disorder.
    Women","Bradley, S. J.
(2022)
  Understanding Vulnerability in Girls and Young Women with High-Functioning Autism Spectrum Disorder.
    Women",2022
"Suicide by Clinic-Referred Transgender Adolescents in the United Kingdom","Archives of Sexual Behavior","Biggs, M.","Biggs, M.
(2022)
  Suicide by Clinic-Referred Transgender Adolescents in the United Kingdom.
    Archives of Sexual Behavior","Biggs, M.
(2022)
  Suicide by Clinic-Referred Transgender Adolescents in the United Kingdom.
    Archives of Sexual Behavior",2022
"Late-Onset Transgender Identity Development of Adolescents in Psychotherapy for Mood and Anxiety Problems: Approach to Assessment and Treatment","Archives of Sexual Behavior","Sevlever, M., Meyer-Bahlburg, H. F. L.","Sevlever, M., Meyer-Bahlburg, H. F. L.
(2019)
  Late-Onset Transgender Identity Development of Adolescents in Psychotherapy for Mood and Anxiety Problems: Approach to Assessment and Treatment.
    Archives of Sexual Behavior","Sevlever, M., Meyer-Bahlburg, H. F. L.
(2019)
  Late-Onset Transgender Identity Development of Adolescents in Psychotherapy for Mood and Anxiety Problems: Approach to Assessment and Treatment.
    Archives of Sexual Behavior",2019
"Experimental treatment of gender dysphoria in patients with non-binary gender identities: A retrospective register study and quality control","Psychiatria Fennica","Kettula, K., Tynkkynen, L., Sintonen, H., Tuisku, K., Puustinen, N.","Kettula, K., Tynkkynen, L., Sintonen, H., Tuisku, K., Puustinen, N.
(2019)
  Experimental treatment of gender dysphoria in patients with non-binary gender identities: A retrospective register study and quality control.
    Psychiatria Fennica","Kettula, K., Tynkkynen, L., Sintonen, H., Tuisku, K., Puustinen, N.
(2019)
  Experimental treatment of gender dysphoria in patients with non-binary gender identities: A retrospective register study and quality control.
    Psychiatria Fennica",2019
"Gender dysphoria in Asperger’s syndrome: a caution","Australasian Psychiatry","Parkinson, J.","Parkinson, J.
(2014)
  Gender dysphoria in Asperger’s syndrome: a caution.
    Australasian Psychiatry","Parkinson, J.
(2014)
  Gender dysphoria in Asperger’s syndrome: a caution.
    Australasian Psychiatry",2014
"Gender-affirming health care needs, barriers to care, and health and wellbeing in a broad nationwide sample of transgender people in Norway","BMC Public Health","Bolstad, S. H., Anderssen, N., Hansen, B. H., Meyer, I. H.","Bolstad, S. H., Anderssen, N., Hansen, B. H., Meyer, I. H.
()
  Gender-affirming health care needs, barriers to care, and health and wellbeing in a broad nationwide sample of transgender people in Norway.
    BMC Public Health","Bolstad, S. H., Anderssen, N., Hansen, B. H., Meyer, I. H.
()
  Gender-affirming health care needs, barriers to care, and health and wellbeing in a broad nationwide sample of transgender people in Norway.
    BMC Public Health",NA
"Baseline findings from the Longitudinal Outcomes of Gender Identity in Children (LOGIC) study","The British Journal of Psychiatry","Kennedy, E., Fysh, M. C., Vickerstaff, V., Gronostaj-Miara, A., Hanson, C., McKay, K., Lane, C., Senior, R., Carmichael, P., …, Omar, R.","Kennedy, E., Fysh, M. C., Vickerstaff, V., Gronostaj-Miara, A., Hanson, C., McKay, K., Lane, C., Senior, R., Carmichael, P., …, Omar, R.
()
  Baseline findings from the Longitudinal Outcomes of Gender Identity in Children (LOGIC) study.
    The British Journal of Psychiatry","Kennedy, E., Fysh, M. C., Vickerstaff, V., Gronostaj-Miara, A., Hanson, C., McKay, K., Lane, C., Senior, R., Carmichael, P., …, Omar, R.
()
  Baseline findings from the Longitudinal Outcomes of Gender Identity in Children (LOGIC) study.
    The British Journal of Psychiatry",NA
"Clinical Models in Transition: Evolving Paradigms in Youth Gender Care","Journal of Sex & Marital Therapy","Spiliadis, A.","Spiliadis, A.
(2026)
  Clinical Models in Transition: Evolving Paradigms in Youth Gender Care.
    Journal of Sex & Marital Therapy","Spiliadis, A.
(2026)
  Clinical Models in Transition: Evolving Paradigms in Youth Gender Care.
    Journal of Sex & Marital Therapy",2026
"Group psychotherapy for young people with gender-related distress","Journal of Child Psychotherapy","Pearce, J.","Pearce, J.
(2026)
  Group psychotherapy for young people with gender-related distress.
    Journal of Child Psychotherapy","Pearce, J.
(2026)
  Group psychotherapy for young people with gender-related distress.
    Journal of Child Psychotherapy",2026
"A family consultation service for children with gender dysphoria: a brief intervention assessment model","Journal of Child Psychotherapy","Evans, S.","Evans, S.
(2026)
  A family consultation service for children with gender dysphoria: a brief intervention assessment model.
    Journal of Child Psychotherapy","Evans, S.
(2026)
  A family consultation service for children with gender dysphoria: a brief intervention assessment model.
    Journal of Child Psychotherapy",2026
"Early-onset trans-sensitive therapy as part of gender dysphoria care–a pilot randomized controlled trial","Nordic Journal of Psychiatry","Mannerström, H., Mannerström, H., Holi, M., Assad, N., Tuisku, K., Puustinen, N.","Mannerström, H., Mannerström, H., Holi, M., Assad, N., Tuisku, K., Puustinen, N.
(2025)
  Early-onset trans-sensitive therapy as part of gender dysphoria care–a pilot randomized controlled trial.
    Nordic Journal of Psychiatry","Mannerström, H., Mannerström, H., Holi, M., Assad, N., Tuisku, K., Puustinen, N.
(2025)
  Early-onset trans-sensitive therapy as part of gender dysphoria care–a pilot randomized controlled trial.
    Nordic Journal of Psychiatry",2025
"Formulation concepts in the care of children and adolescents identifying as transgender or gender diverse","Australasian Psychiatry","Spencer, J., D’Angelo, R., Clarke, P.","Spencer, J., D’Angelo, R., Clarke, P.
(2025)
  Formulation concepts in the care of children and adolescents identifying as transgender or gender diverse.
    Australasian Psychiatry","Spencer, J., D’Angelo, R., Clarke, P.
(2025)
  Formulation concepts in the care of children and adolescents identifying as transgender or gender diverse.
    Australasian Psychiatry",2025
"Trans is not the new gay: How psychoanalytic elitism and the rejection of science are creating a repetition of the past","The International Journal of Psychoanalysis","D’Angelo, R.","D’Angelo, R.
(2025)
  Trans is not the new gay: How psychoanalytic elitism and the rejection of science are creating a repetition of the past.
    The International Journal of Psychoanalysis","D’Angelo, R.
(2025)
  Trans is not the new gay: How psychoanalytic elitism and the rejection of science are creating a repetition of the past.
    The International Journal of Psychoanalysis",2025
"“Ethical Care in Secret”: Qualitative Data from an International Survey of Exploratory Therapists Working with Gender-Questioning Clients","Journal of Sex & Marital Therapy","Jenkins, P., Panozzo, D.","Jenkins, P., Panozzo, D.
(2024)
  “Ethical Care in Secret”: Qualitative Data from an International Survey of Exploratory Therapists Working with Gender-Questioning Clients.
    Journal of Sex & Marital Therapy","Jenkins, P., Panozzo, D.
(2024)
  “Ethical Care in Secret”: Qualitative Data from an International Survey of Exploratory Therapists Working with Gender-Questioning Clients.
    Journal of Sex & Marital Therapy",2024
"Supporting autonomy in young people with gender dysphoria: psychotherapy is not conversion therapy","Journal of Medical Ethics","D’Angelo, R.","D’Angelo, R.
(2023)
  Supporting autonomy in young people with gender dysphoria: psychotherapy is not conversion therapy.
    Journal of Medical Ethics","D’Angelo, R.
(2023)
  Supporting autonomy in young people with gender dysphoria: psychotherapy is not conversion therapy.
    Journal of Medical Ethics",2023
"‘If only I were a boy …’: Psychotherapeutic Explorations of Transgender in Children and Adolescents","British Journal of Psychotherapy","Evans, M.","Evans, M.
(2022)
  ‘If only I were a boy …’: Psychotherapeutic Explorations of Transgender in Children and Adolescents.
    British Journal of Psychotherapy","Evans, M.
(2022)
  ‘If only I were a boy …’: Psychotherapeutic Explorations of Transgender in Children and Adolescents.
    British Journal of Psychotherapy",2022
